a (m),b (m)
0.02216796009352808,0.016389243436902193
0.014810601575317156,0.013958966555550036
0.01847817619319953,0.01391639493849782
0.03157961116597889,0.02284356190304672
0.03301808008067088,0.021783024065415064
0.01619990148173028,0.013515573192929519
0.07475586031747758,0.04621782017108032
0.027875636666447868,0.022055496768459592
0.03742409825508823,0.017513316278761494
0.030393228694126386,0.02397107936503089
0.03998332359031614,0.0246132201212103
0.03210697894467266,0.017806611297500528
0.09756791311172022,0.07215973648744319
0.02474027516640688,0.017960481266687933
0.06977075166387202,0.044129408240486154
0.02388298796807826,0.017259879117552855
0.021508410979739937,0.013202373735489992
0.045385345919048324,0.022833096245877323
0.027746846961563664,0.02077829134370096
0.0640248308619229,0.02721251234877366
0.04262065201075687,0.029346776671720025
0.04580238499729962,0.023476464640660118
0.026417076391709236,0.014406324405100668
0.0176840368851573,0.015392812584220619
0.3972845345701504,0.33707448286619224
0.039902768972469124,0.0183931157940379
0.11958547513395418,0.1013804212567414
0.05586085127440308,0.05053501349919108
0.02839674481404297,0.02039714212165115
0.02557671554118228,0.019764943887118937
0.01590298704847504,0.015420812536247415
0.07771900407458678,0.06227842419358335
0.020381749820854396,0.013964068510450175
0.022837500562495363,0.022041666018143762
0.019425460022738587,0.01323041585713851
0.03391500142315836,0.02669461536684982
0.03966839682883205,0.022135707902466963
0.02884982228807847,0.01735927711500678
0.03310363282883722,0.016519774515028954
0.034017218011675156,0.021865488453738778
0.02173420810278387,0.017992958924490952
0.0628765774125655,0.03289558804509763
0.0209084506392126,0.013937761652156606
0.02446228800691384,0.017599486381991575
0.029924156881825648,0.018110524919841102
0.03426430995861208,0.022109036723681603
0.06269556314710935,0.046452217526524016
0.06952871712717117,0.03036900570016194
0.018338045146388145,0.014484177609069986
0.19570265760482689,0.05114177209687384
0.026317225274729104,0.015929478249750235
0.15885025250527526,0.07169056185882507
0.025366587345988307,0.014560326097083817
0.04161298191435696,0.022506371571576637
0.020168153570237247,0.014425124262116052
0.022254210694624917,0.015768942741256307
0.027899402161807817,0.013885527329874296
0.05603431302407407,0.044052517572473575
0.03177186963861168,0.02103918321806976
0.06773981134440273,0.030125884585447245
0.02033676524321796,0.01800164150652729
0.16115601711988745,0.1379506721295438
0.020366596507123715,0.017444216669035815
0.06002685874336344,0.038419864015242236
0.03255195267329068,0.01830224103419119
0.024864401473738026,0.022737979031611864
0.07755026755685879,0.04146575233229038
0.017787368868134746,0.014002219249300183
0.02702980348992974,0.0171708573364447
0.03131967926066206,0.01790140646873011
0.02454093517716946,0.017455723382532665
0.032341531989829427,0.02878763803832769
0.049666991488916665,0.02694290341633193
0.018214190789992972,0.014332189762836895
0.02204839515921102,0.01600573171635917
0.019423527420195326,0.017949581852019236
0.06474765662702893,0.030979911372183675
0.04312646661071663,0.03747781550222161
0.023221075806780386,0.01468493911285617
0.017854076687617154,0.014619193396979096
0.0317286376400852,0.015734898583703846
0.062284649888479135,0.03856221129383872
0.18240019727782625,0.09951816492397149
0.02781220383724803,0.013451160672532264
0.029032190981320784,0.020561259115066767
0.020353623962683955,0.014393881424433284
0.04440087711256224,0.027926871116899985
0.020539838541855066,0.015877965943044775
0.014209267273009375,0.012978863826091439
0.032565219249476814,0.020668989211301263
0.01604335898502782,0.013535581142958256
0.028787200498308907,0.02432144770284085
0.01605926942268612,0.013618534547087415
0.018577050816308425,0.01551442118430244
0.029081794920741203,0.01497660786660543
0.016532242414618505,0.01346307688282995
0.02714888321982929,0.02443315351370916
0.03271727054282275,0.016072253720511093
0.02220368354413896,0.013464839373341104
0.04828722979633861,0.019085107772537458
0.016657685764265524,0.012913062471204812
0.01995250783067948,0.015654952039938833
0.04114948218236896,0.02671419654734339
0.044052145854863875,0.02864375604592553
0.04115850940847248,0.02524279289017555
0.020086098908532638,0.013078194022792337
0.0172074573138091,0.015341659024634885
0.027110340716827656,0.0197222182284598
0.07595089645392518,0.04909441679314909
0.019255993366349127,0.0135666532520515
0.051192464953413834,0.03564503109977127
0.025285403753841026,0.019607119107744708
0.02120068197037289,0.020241389143173
0.02738406498355429,0.01855972862537483
0.06737991087420223,0.040512526211356155
0.06178962856167311,0.035222298076019704
0.022196918687491404,0.01476293872180784
0.01979490433743205,0.013862525974635461
0.03306779951893994,0.024195519460742734
0.030362133163850884,0.014363021093526131
0.028937462362498615,0.019639972296327305
0.02228391419301421,0.01748469880412539
0.0358969936110674,0.024876501903663438
0.02038610327981302,0.013364512470929452
0.060729941891543765,0.03858266794474497
0.06434589151082994,0.03951853577513549
0.01638309525688539,0.014504474289401855
0.022251516170103753,0.021504818742897037
0.033022699202564405,0.026937305764678798
0.0314469522072594,0.02331140097970932
0.020850063250500726,0.01415188074119178
0.03424541582285479,0.019180705325371198
0.01771354256591009,0.013787694566503916
0.034875783907872264,0.029313277125142125
0.02366334211542349,0.020567426218362998
0.025709602353229905,0.020752964796496486
0.03238208804944754,0.024592407649816614
0.02493933490607503,0.022129044311750373
0.04176853488525784,0.02903197726990719
0.019348693861492787,0.015080002366465563
0.022630889698439773,0.01837760401611807
0.04023265406444222,0.0260413212535647
0.06883447127042062,0.03962000472179831
0.06073159638689825,0.042486174663572955
0.13561324486302345,0.07995911406853293
0.018766542144828736,0.017342568694354934
0.01780013652896331,0.01313372266527604
0.01926265746922269,0.015308199125472249
0.03851440523532774,0.02844542734039371
0.03898361746892639,0.025143841173146875
0.02085912986769569,0.016161266411733724
0.029957751632798072,0.021556293309652804
0.09623088717940036,0.03853241316998413
0.04707751851002532,0.023891497771495723
0.025703817288568968,0.017412162493362325
0.08091863397891293,0.051754536990692546
0.020446960749615006,0.01700215458072483
0.020469771043556118,0.016286264873132967
0.031990612093523524,0.030359470610226355
0.025307507553021878,0.018597935695974836
0.020422459744290973,0.016383061437154366
0.019447235626349466,0.014614143844662232
0.059200140174601006,0.047904164974009164
0.023041654308237333,0.016387079542425267
0.027309174121782402,0.019253438198602257
0.024542580960764733,0.017425256713607385
0.021425904425152003,0.014736833464547851
0.019424685024682965,0.01445844517563254
0.02640548044606609,0.021976109004035512
0.05106598181838997,0.01450377123129238
0.02462862340622528,0.01624807203178605
0.11659544974655604,0.0895286755639226
0.032857522635268865,0.024839879588662725
0.021200138581782123,0.015221755959670732
0.01802029446418418,0.01509588514592242
0.023333851519696715,0.017117057378690168
0.1963111636078652,0.06667272645179181
0.022014003436745068,0.01758762589652689
0.04623632495038134,0.029714558917535324
0.033114715567693236,0.028748924011445517
0.1592290582952707,0.10093772733193124
0.03737929965532693,0.03559746221562663
0.05264261026326282,0.035747352519750614
0.06397787447513834,0.02354682367751744
0.040013711164628055,0.02009657881810244
0.0170436208233501,0.013746870169964757
0.0339364441572998,0.028502524420216474
0.018381924918460413,0.013715321678855225
0.025459787604859764,0.015334224694548428
0.024906136208921813,0.024448693932578387
0.027446110385434156,0.019106972718984934
0.040905121815442175,0.033076833964789644
0.02974504052024856,0.02408188362347778
0.02081017845269666,0.013270827437156605
0.059906101577262165,0.05415424113477077
0.025094809728430947,0.018044642575196394
0.017085828598617413,0.014811327703041152
0.027422707184291586,0.01793667742426509
0.02263852562616215,0.015919345462753434
0.037927013727336874,0.027765570247888047
0.024500079921146806,0.0169823151875404
0.022696738670159575,0.017412939320244406
0.02774754716720628,0.016689599520879034
0.03718373444176682,0.02304210267820606
0.08409183561280252,0.040749875903823334
0.02366088846041848,0.013470966764882282
0.019159533516768128,0.016248455064517674
0.02216284519201398,0.01586016020661471
0.025959854345587518,0.013462090812363632
0.026311557856203524,0.016718384719978278
0.017237685491656066,0.01380712517844138
0.01859704573442735,0.016560635909642366
0.027403165665928788,0.016429516756109874
0.047107982376885175,0.016819960446592702
0.04391327826173321,0.03323814983416416
0.02279175494444567,0.013406164929630869
0.04449760116957134,0.04289149040186249
0.0353808121001651,0.023478927677900257
0.02528794579666215,0.019449723739226387
0.022684178230530108,0.020104902265617623
0.03456129010650309,0.0292033965347154
0.036149288427699384,0.02042153595333673
0.04025737970552189,0.027273510480713324
0.040720406540009135,0.02264886871346604
0.01640117728797679,0.01295619485750497
0.03552057498702001,0.024613579035317853
0.02084079971147517,0.014327403744509524
0.021089455120757526,0.01606438110245252
0.034084232076285616,0.02193244786987077
0.017604975127312364,0.015911915252687103
0.0324203139404802,0.020972145472362435
0.038801097209999275,0.03179411545870128
0.020729968695865554,0.013490963524282994
0.0415030806916249,0.02294246230870324
0.031047067216681212,0.017485201620814045
0.02684202800287168,0.018117639676879637
0.02339124125543841,0.018374715926250167
0.20530302188945737,0.154363321652527
0.14216954427859174,0.06432357768727846
0.033810511806028766,0.015449570645945846
0.042743671980921584,0.01838612811849266
0.022369464246684418,0.01744494365013799
0.023028111335651642,0.019272699833940966
0.018798424266097492,0.014934186757442706
0.06290983287094437,0.034291645682952884
0.04098859211619869,0.028218772194771105
0.07619253209502116,0.0460328308286981
0.021287076734753028,0.019196643483229348
0.032576726079421456,0.014051220247312512
0.03331429044999055,0.025021322251945626
0.08514257270203877,0.03955898684724556
0.021492972409285896,0.01473754896032883
0.051959803042766484,0.03859894827769524
0.03904303038367421,0.029145348355406667
0.03711548172977188,0.020427600852489264
0.08801413699700433,0.06252490621475335
0.02432693845024659,0.016742736031167764
0.06434112899615838,0.035550487510900834
0.01892624886999436,0.014864386623785317
0.024420596328749572,0.02183748687133344
0.0269211273142994,0.02067896245936317
0.04833283420271785,0.027231869673619378
0.023103410275423095,0.018910643905680605
0.02763350695738744,0.013319854223108033
0.03559625445279966,0.023823407550917722
0.03226670058183518,0.01751749468808169
0.0186720206627902,0.013663551486860343
0.02302894649074236,0.014596407990873823
0.03022405785750932,0.014063519695499321
0.06486497396215817,0.04928323989869463
0.02837722227289072,0.013113047356479328
0.020821687083069168,0.014608420126188732
0.017746156933545327,0.013539011448492207
0.07935393859226929,0.048519523872220006
0.03080877173405348,0.026236738745963047
0.021336423710338562,0.01437836605437626
0.022569787679526967,0.013142613804115742
0.233626625893804,0.1278964736467723
0.02374970193517444,0.02116718953331019
0.028155723961833964,0.02195690782261325
0.023200045489483397,0.0187837768308613
0.017151301891207442,0.014619122360737952
0.02214147020997756,0.015695320086867855
0.0298907328968418,0.015059465829965781
0.046872630415820404,0.031024854644374884
0.016991694687758106,0.013114635458344211
0.04290632572396575,0.01437169472153725
0.019828897769767664,0.01780418644403788
0.023254882224473607,0.016323120775201018
0.05645310956173004,0.026673237767745713
0.07515136059007295,0.05100008079828442
0.020090781942223655,0.01651099152778458
0.019107172247867656,0.014190862557140818
0.01721397539857302,0.014617515255529597
0.07183972869407068,0.06618703462587247
0.027314258237241543,0.022027216601850492
0.035168433871228616,0.024260702984522733
0.026013400292287592,0.02020508244299561
0.022132450967606916,0.013978401665668277
0.11504711082453709,0.10098542495989245
0.08113659971841054,0.05214737999383725
0.12082969402370608,0.0859326031319448
0.1155394823866241,0.09530537202159113
0.03884666420083656,0.015418127160817785
0.026599328211491604,0.014169110167376379
0.015393768113892297,0.013144011130042967
0.01751244950195512,0.014418896839832746
0.07676583326678328,0.04367896637577274
0.02821117835372566,0.014555304522691269
0.13229213605489204,0.05599794033160319
0.02033422053933443,0.013560196687531719
0.015861145818040455,0.013736291230295766
0.02103654014753948,0.01922747457921166
0.03669620082157653,0.025432293888478247
0.020976680209063868,0.015399540091939418
0.1551758424665464,0.10492897338146663
0.04665708796209136,0.022116715742798203
0.046711346830955895,0.0338746005223173
0.08213322361271777,0.06851354191508786
0.04952991196262517,0.017861276189872405
0.029360537698891073,0.017865163799707956
0.0486059427887186,0.030196344098756038
0.025129086228319466,0.017926858350846432
0.04321954393597837,0.02481386214616104
0.07825709831929409,0.050936904694325616
0.08387180339725188,0.06054897945914021
0.12859646412346365,0.08356510545651111
0.026834566805452518,0.017036795673466866
0.06675822329911693,0.04015386952219904
0.10227038006416003,0.029878831115091955
0.03626685233018191,0.0328355540836844
0.14611372945864648,0.12781550084623514
0.03430018455869342,0.0229359776259612
0.092204857687705,0.06838965641666929
0.026698723040293176,0.01908715254348637
0.037749119261035066,0.01589628369737559
0.04344742153322509,0.03681435382320893
0.02165304501020605,0.014586674246882512
0.047426329292491194,0.028833333693993782
0.023891792548071288,0.013104511879146507
0.017154491284426584,0.015024774623304715
0.04187603915828562,0.015135907865259741
0.016597169865943895,0.01598465645646506
0.021458899139159462,0.018047584051021012
0.018067993012340678,0.016772821486617105
0.01957853594431607,0.013354586481653666
0.0328020347411741,0.017769638168911833
0.04435649344093248,0.03482673701933149
0.021157408554952704,0.013685960371497186
0.09236232331326096,0.04252933712832831
0.02232535146978758,0.01635130581590898
0.03463133187776275,0.018871436831603187
0.03851870151343469,0.032095766059341675
0.02366802167511977,0.017306896824612592
0.10629673822795055,0.06590481735950211
0.03666277283753834,0.021013427964811253
0.019495622098776595,0.013371638091688532
0.05208801704484261,0.03945953690229328
0.04079961517861454,0.023712288872454468
0.0282706469440092,0.01746311687337671
0.032183422573634934,0.018260452394757876
0.0383322844080606,0.019930296482869855
0.046835987956186174,0.03630458753986083
0.05271385688511887,0.02482549479294971
0.0321470160733036,0.017727625041477266
0.05016728510633576,0.03810062439731778
0.05621380399017396,0.04247819230501846
0.021152011154828846,0.01633159820426462
0.03483000617562245,0.017640611917872254
0.1366542989585688,0.08380268643286369
0.05943289011138594,0.04637776520607732
0.029174585280770188,0.018750937478079748
0.02673521364533628,0.017816870055884438
0.04477092165832426,0.03169270094639715
0.09357100083692105,0.07000348911948348
0.026355991120951033,0.018919396451111067
0.027683840866109782,0.021895353327843554
0.0316918100840254,0.016147058979785876
0.026003980557939788,0.02024978367622408
0.025310787725027577,0.0233787759828871
0.015858900207716728,0.013819585714245722
0.03116414546739906,0.01651365014914985
0.09334606437362254,0.05752247955417684
0.045681583129063986,0.03152143681118324
0.02750165799559878,0.014765347140100677
0.02854812464763827,0.014922722279616392
0.03593217983709386,0.02105807856866896
0.018755453752357192,0.01643289993335444
0.0375803903201381,0.013879060363160323
0.0275632754724814,0.017754742711042902
0.020477465251186922,0.01401974703751748
0.022202308835405915,0.01399401138106449
0.03584120331128497,0.0245192405781866
0.05217204766894882,0.04850074743692704
0.03238877635354438,0.030349439428832815
0.0661189948449816,0.02789844965480377
0.03045718109308097,0.020965637164371102
0.02675185189034914,0.0171937360812971
0.05731262101736253,0.02871203810054332
0.06356132589934795,0.04649442491968342
0.04804838167140129,0.02858929077501571
0.024890006166084135,0.01848961697625735
0.02675182619989276,0.02234177193096412
0.0728704959914619,0.040535098754066835
0.03569915411713332,0.025004520085595797
0.023754780992723688,0.019190970584969342
0.017154427817700074,0.0160466166025489
0.06945877695171354,0.03397318245153109
0.02786851465725532,0.014928524611022526
0.03919749572472461,0.02749360453824218
0.025231805951218007,0.015253607522704864
0.04648987767777462,0.031637038543518896
0.04101485581477264,0.02864491533025652
0.033646367920632685,0.03033410812642115
0.03735139527513985,0.02445723897500206
0.062425310358892344,0.030292798409142372
0.03744714149296744,0.029080181786313938
0.039526920718544196,0.025312601721466085
0.019984688593803035,0.014042427008978208
0.03958965190040207,0.02421879180290627
0.022730707024675518,0.019188741379065514
0.06364808432814616,0.019512861371125942
0.027043483314493896,0.02049386963204994
0.018719903853538528,0.01426808164670053
0.07086580812195357,0.01826225470418981
